Copyright 1986-2019 Xilinx, Inc. All Rights Reserved.
-----------------------------------------------------------------------------------------------
| Tool Version : Vivado v.2019.1 (lin64) Build 2552052 Fri May 24 14:47:09 MDT 2019
| Date         : Sat Mar 23 00:08:27 2024
| Host         : audacity running 64-bit Ubuntu 18.04.6 LTS
| Command      : report_utilization -hierarchical -file ./Impl/TopDown/top-post-place-util.txt
| Design       : mkPcieTop
| Device       : xcvu095ffva2104-2
| Design State : Fully Placed
-----------------------------------------------------------------------------------------------

Utilization Design Information

Table of Contents
-----------------
1. Utilization by Hierarchy

1. Utilization by Hierarchy
---------------------------

+----------------------------------------------------------------------------------------------------------------------+-----------------------------------------------------------------------+------------+------------+---------+------+-------+--------+--------+------+--------------+
|                                                       Instance                                                       |                                 Module                                | Total LUTs | Logic LUTs | LUTRAMs | SRLs |  FFs  | RAMB36 | RAMB18 | URAM | DSP48 Blocks |
|   portalTop_framework_ctrl_mux_rv_ws                                                                                 |                                              FIFO1__parameterized5_23 |         15 |         15 |       0 |    0 |     3 |      0 |      0 |    0 |            0 |
|   portalTop_lMMUIndicationProxy_rv                                                                                   |                                             mkMMUIndicationProxySynth |        294 |        294 |       0 |    0 |   418 |      0 |      0 |    0 |            0 |
|     (portalTop_lMMUIndicationProxy_rv)                                                                               |                                             mkMMUIndicationProxySynth |          1 |          1 |       0 |    0 |   128 |      0 |      0 |    0 |            0 |
|     dut                                                                                                              |                                                 mkMMUIndicationOutput |        146 |        146 |       0 |    0 |   144 |      0 |      0 |    0 |            0 |
|       indicationPipes                                                                                                |                                            mkMMUIndicationOutputPipes |        146 |        146 |       0 |    0 |   144 |      0 |      0 |    0 |            0 |
|     memslave_doneFifo                                                                                                |                                             FIFO1__parameterized2_117 |          0 |          0 |       0 |    0 |     1 |      0 |      0 |    0 |            0 |
|     memslave_fifoReadAddrGenerator_addrBeatFifo                                                                      |                                            FIFO2__parameterized24_118 |         40 |         40 |       0 |    0 |    10 |      0 |      0 |    0 |            0 |
|     memslave_fifoReadAddrGenerator_requestFifo                                                                       |                                             FIFO1__parameterized6_119 |         24 |         24 |       0 |    0 |    12 |      0 |      0 |    0 |            0 |
|     memslave_fifoWriteAddrGenerator_addrBeatFifo                                                                     |                                            FIFO2__parameterized24_120 |         13 |         13 |       0 |    0 |    12 |      0 |      0 |    0 |            0 |
|     memslave_fifoWriteAddrGenerator_requestFifo                                                                      |                                             FIFO1__parameterized6_121 |         24 |         24 |       0 |    0 |    12 |      0 |      0 |    0 |            0 |
|     memslave_fifoWriteDoneFifo                                                                                       |                                            FIFO2__parameterized13_122 |          2 |          2 |       0 |    0 |     2 |      0 |      0 |    0 |            0 |
|     memslave_req_ars                                                                                                 |                                             FIFO1__parameterized6_123 |          1 |          1 |       0 |    0 |    12 |      0 |      0 |    0 |            0 |
|     memslave_req_aws                                                                                                 |                                             FIFO1__parameterized6_124 |          2 |          2 |       0 |    0 |    12 |      0 |      0 |    0 |            0 |
|     memslave_rs                                                                                                      |                                             FIFO1__parameterized5_125 |          5 |          5 |       0 |    0 |     3 |      0 |      0 |    0 |            0 |
|     memslave_rsCtrl                                                                                                  |                                             FIFO1__parameterized0_126 |          0 |          0 |       0 |    0 |     2 |      0 |      0 |    0 |            0 |
|     memslave_rvFifo                                                                                                  |                                            FIFO2__parameterized12_127 |         36 |         36 |       0 |    0 |    66 |      0 |      0 |    0 |            0 |
|     memslave_ws                                                                                                      |                                             FIFO1__parameterized5_128 |          1 |          1 |       0 |    0 |     1 |      0 |      0 |    0 |            0 |
|     memslave_wsCtrl                                                                                                  |                                             FIFO1__parameterized0_129 |          0 |          0 |       0 |    0 |     1 |      0 |      0 |    0 |            0 |
|   portalTop_lMMURequestWrapper_dut                                                                                   |                                     mkMMURequestWrapperMemPortalPipes |        253 |        253 |       0 |    0 |   884 |      0 |      0 |    0 |            0 |
|     (portalTop_lMMURequestWrapper_dut)                                                                               |                                     mkMMURequestWrapperMemPortalPipes |          1 |          1 |       0 |    0 |   128 |      0 |      0 |    0 |            0 |
|     dut                                                                                                              |                                                     mkMMURequestInput |         51 |         51 |       0 |    0 |   547 |      0 |      0 |    0 |            0 |
|       (dut)                                                                                                          |                                                     mkMMURequestInput |          4 |          4 |       0 |    0 |   347 |      0 |      0 |    0 |            0 |
|       idRequest_requestAdapter_fifo                                                                                  |                                             FIFO1__parameterized1_114 |          0 |          0 |       0 |    0 |     1 |      0 |      0 |    0 |            0 |
|       idReturn_requestAdapter_fifo                                                                                   |                                             FIFO1__parameterized1_115 |          2 |          2 |       0 |    0 |     6 |      0 |      0 |    0 |            0 |
|       region_requestAdapter_fifo                                                                                     |                                                 FIFO1__parameterized7 |         39 |         39 |       0 |    0 |   150 |      0 |      0 |    0 |            0 |
|       setInterface_requestAdapter_fifo                                                                               |                                                             FIFO1_116 |          0 |          0 |       0 |    0 |     1 |      0 |      0 |    0 |            0 |
|       sglist_requestAdapter_fifo                                                                                     |                                                 FIFO1__parameterized8 |          6 |          6 |       0 |    0 |    42 |      0 |      0 |    0 |            0 |
|     memslave_doneFifo                                                                                                |                                             FIFO1__parameterized2_101 |          1 |          1 |       0 |    0 |     1 |      0 |      0 |    0 |            0 |
|     memslave_fifoReadAddrGenerator_addrBeatFifo                                                                      |                                            FIFO2__parameterized24_102 |         50 |         50 |       0 |    0 |    12 |      0 |      0 |    0 |            0 |
|     memslave_fifoReadAddrGenerator_requestFifo                                                                       |                                             FIFO1__parameterized6_103 |         25 |         25 |       0 |    0 |    12 |      0 |      0 |    0 |            0 |
|     memslave_fifoWriteAddrGenerator_addrBeatFifo                                                                     |                                            FIFO2__parameterized24_104 |         12 |         12 |       0 |    0 |    12 |      0 |      0 |    0 |            0 |
|     memslave_fifoWriteAddrGenerator_requestFifo                                                                      |                                             FIFO1__parameterized6_105 |         28 |         28 |       0 |    0 |    12 |      0 |      0 |    0 |            0 |
|     memslave_fifoWriteDoneFifo                                                                                       |                                            FIFO2__parameterized13_106 |          2 |          2 |       0 |    0 |     2 |      0 |      0 |    0 |            0 |
|     memslave_req_ars                                                                                                 |                                             FIFO1__parameterized6_107 |          1 |          1 |       0 |    0 |    12 |      0 |      0 |    0 |            0 |
|     memslave_req_aws                                                                                                 |                                             FIFO1__parameterized6_108 |          2 |          2 |       0 |    0 |    12 |      0 |      0 |    0 |            0 |
|     memslave_rs                                                                                                      |                                                 FIFO1__parameterized9 |          2 |          2 |       0 |    0 |     4 |      0 |      0 |    0 |            0 |
|     memslave_rsCtrl                                                                                                  |                                             FIFO1__parameterized0_109 |          0 |          0 |       0 |    0 |     1 |      0 |      0 |    0 |            0 |
|     memslave_rvFifo                                                                                                  |                                            FIFO2__parameterized12_110 |         37 |         37 |       0 |    0 |    66 |      0 |      0 |    0 |            0 |
|     memslave_writeDataFifo                                                                                           |                                            FIFO2__parameterized12_111 |         32 |         32 |       0 |    0 |    58 |      0 |      0 |    0 |            0 |
|     memslave_ws                                                                                                      |                                             FIFO1__parameterized9_112 |          9 |          9 |       0 |    0 |     4 |      0 |      0 |    0 |            0 |
|     memslave_wsCtrl                                                                                                  |                                             FIFO1__parameterized0_113 |          0 |          0 |       0 |    0 |     1 |      0 |      0 |    0 |            0 |
|   portalTop_lMMU_mmu                                                                                                 |                                                            mkMMUSynth |       1036 |        988 |      48 |    0 |  1063 |     10 |      2 |    0 |            0 |
|     (portalTop_lMMU_mmu)                                                                                             |                                                            mkMMUSynth |         49 |         49 |       0 |    0 |    95 |      0 |      0 |    0 |            0 |
|     configResponseFifo                                                                                               |                                                FIFO1__parameterized10 |         41 |         41 |       0 |    0 |     6 |      0 |      0 |    0 |            0 |
|     dmaErrorFifo                                                                                                     |                                                FIFO1__parameterized11 |         16 |         16 |       0 |    0 |    48 |      0 |      0 |    0 |            0 |
|     dmaErrorFifos_0                                                                                                  |                                             FIFO1__parameterized11_95 |         16 |         16 |       0 |    0 |    46 |      0 |      0 |    0 |            0 |
|     dmaErrorFifos_1                                                                                                  |                                             FIFO1__parameterized11_96 |          1 |          1 |       0 |    0 |    30 |      0 |      0 |    0 |            0 |
|     idResponseFifo                                                                                                   |                                             FIFO1__parameterized10_97 |          2 |          2 |       0 |    0 |     6 |      0 |      0 |    0 |            0 |
|     idReturnFifo                                                                                                     |                                             FIFO2__parameterized25_98 |          9 |          9 |       0 |    0 |    12 |      0 |      0 |    0 |            0 |
|     incomingReqs_1                                                                                                   |                                                FIFO2__parameterized26 |         93 |         93 |       0 |    0 |    81 |      0 |      0 |    0 |            0 |
|     offs1_1                                                                                                          |                                             SizedFIFO__parameterized5 |         50 |         34 |      16 |    0 |    32 |      0 |      0 |    0 |            0 |
|     pageResponseFifos_1                                                                                              |                                                FIFO2__parameterized27 |         55 |         55 |       0 |    0 |    82 |      0 |      0 |    0 |            0 |
|     regall_cbram_bram                                                                                                |                                                 BRAM2__parameterized2 |          0 |          0 |       0 |    0 |     0 |      4 |      1 |    0 |            0 |
|     regall_cbram_responseFifo_1                                                                                      |                                                FIFO2__parameterized28 |        295 |        295 |       0 |    0 |   244 |      0 |      0 |    0 |            0 |
|     reqs0_1                                                                                                          |                                             SizedFIFO__parameterized6 |        124 |         92 |      32 |    0 |    50 |      0 |      0 |    0 |            0 |
|     sglId_gen_comp_fifo                                                                                              |                                                FIFO2__parameterized29 |         12 |         12 |       0 |    0 |     2 |      0 |      0 |    0 |            0 |
|     sglId_gen_retFifo                                                                                                |                                             FIFO2__parameterized29_99 |         79 |         79 |       0 |    0 |    12 |      0 |      0 |    0 |            0 |
|     sglId_gen_tagFifo                                                                                                |                                            FIFO2__parameterized29_100 |         20 |         20 |       0 |    0 |    12 |      0 |      0 |    0 |            0 |
|     stage3Params_1                                                                                                   |                                                FIFO2__parameterized30 |        102 |        102 |       0 |    0 |   148 |      0 |      0 |    0 |            0 |
|     stage4Params_1                                                                                                   |                                                FIFO2__parameterized31 |         75 |         75 |       0 |    0 |    99 |      0 |      0 |    0 |            0 |
|     translationTable_cbram_bram                                                                                      |                                                 BRAM2__parameterized3 |         10 |         10 |       0 |    0 |     0 |      6 |      1 |    0 |            0 |
|     translationTable_cbram_responseFifo_1                                                                            |                                                FIFO2__parameterized32 |         33 |         33 |       0 |    0 |    58 |      0 |      0 |    0 |            0 |
|   portalTop_lMemServerIndicationProxy_rv                                                                             |                                       mkMemServerIndicationProxySynth |        403 |        403 |       0 |    0 |   418 |      0 |      0 |    0 |            0 |
|     (portalTop_lMemServerIndicationProxy_rv)                                                                         |                                       mkMemServerIndicationProxySynth |          1 |          1 |       0 |    0 |   128 |      0 |      0 |    0 |            0 |
|     dut                                                                                                              |                                           mkMemServerIndicationOutput |        179 |        179 |       0 |    0 |   144 |      0 |      0 |    0 |            0 |
|       indicationPipes                                                                                                |                                      mkMemServerIndicationOutputPipes |        179 |        179 |       0 |    0 |   144 |      0 |      0 |    0 |            0 |
|     memslave_doneFifo                                                                                                |                                              FIFO1__parameterized2_83 |          0 |          0 |       0 |    0 |     1 |      0 |      0 |    0 |            0 |
|     memslave_fifoReadAddrGenerator_addrBeatFifo                                                                      |                                             FIFO2__parameterized24_84 |        112 |        112 |       0 |    0 |    10 |      0 |      0 |    0 |            0 |
|     memslave_fifoReadAddrGenerator_requestFifo                                                                       |                                              FIFO1__parameterized6_85 |         27 |         27 |       0 |    0 |    12 |      0 |      0 |    0 |            0 |
|     memslave_fifoWriteAddrGenerator_addrBeatFifo                                                                     |                                             FIFO2__parameterized24_86 |         13 |         13 |       0 |    0 |    12 |      0 |      0 |    0 |            0 |
|     memslave_fifoWriteAddrGenerator_requestFifo                                                                      |                                              FIFO1__parameterized6_87 |         27 |         27 |       0 |    0 |    12 |      0 |      0 |    0 |            0 |
|     memslave_fifoWriteDoneFifo                                                                                       |                                             FIFO2__parameterized13_88 |          2 |          2 |       0 |    0 |     2 |      0 |      0 |    0 |            0 |
|     memslave_req_ars                                                                                                 |                                              FIFO1__parameterized6_89 |          1 |          1 |       0 |    0 |    12 |      0 |      0 |    0 |            0 |
|     memslave_req_aws                                                                                                 |                                              FIFO1__parameterized6_90 |          1 |          1 |       0 |    0 |    12 |      0 |      0 |    0 |            0 |
|     memslave_rs                                                                                                      |                                              FIFO1__parameterized5_91 |          2 |          2 |       0 |    0 |     3 |      0 |      0 |    0 |            0 |
|     memslave_rsCtrl                                                                                                  |                                              FIFO1__parameterized0_92 |          0 |          0 |       0 |    0 |     2 |      0 |      0 |    0 |            0 |
|     memslave_rvFifo                                                                                                  |                                             FIFO2__parameterized12_93 |         37 |         37 |       0 |    0 |    66 |      0 |      0 |    0 |            0 |
|     memslave_wsCtrl                                                                                                  |                                              FIFO1__parameterized0_94 |          1 |          1 |       0 |    0 |     2 |      0 |      0 |    0 |            0 |
|   portalTop_lMemServerRequestWrapper_dut                                                                             |                               mkMemServerRequestWrapperMemPortalPipes |        230 |        230 |       0 |    0 |   430 |      0 |      0 |    0 |            0 |
|     (portalTop_lMemServerRequestWrapper_dut)                                                                         |                               mkMemServerRequestWrapperMemPortalPipes |          1 |          1 |       0 |    0 |   128 |      0 |      0 |    0 |            0 |
|     dut                                                                                                              |                                               mkMemServerRequestInput |         32 |         32 |       0 |    0 |    85 |      0 |      0 |    0 |            0 |
|       (dut)                                                                                                          |                                               mkMemServerRequestInput |          1 |          1 |       0 |    0 |    22 |      0 |      0 |    0 |            0 |
|       addrTrans_requestAdapter_fifo                                                                                  |                                                                 FIFO1 |          8 |          8 |       0 |    0 |    54 |      0 |      0 |    0 |            0 |
|       memoryTraffic_requestAdapter_fifo                                                                              |                                              FIFO1__parameterized0_81 |          6 |          6 |       0 |    0 |     2 |      0 |      0 |    0 |            0 |
|       setTileState_requestAdapter_fifo                                                                               |                                                FIFO1__parameterized12 |          4 |          4 |       0 |    0 |     5 |      0 |      0 |    0 |            0 |
|       stateDbg_requestAdapter_fifo                                                                                   |                                              FIFO1__parameterized0_82 |         14 |         14 |       0 |    0 |     2 |      0 |      0 |    0 |            0 |
|     memslave_doneFifo                                                                                                |                                              FIFO1__parameterized2_67 |          1 |          1 |       0 |    0 |     1 |      0 |      0 |    0 |            0 |
|     memslave_fifoReadAddrGenerator_addrBeatFifo                                                                      |                                             FIFO2__parameterized24_68 |         49 |         49 |       0 |    0 |    12 |      0 |      0 |    0 |            0 |
|     memslave_fifoReadAddrGenerator_requestFifo                                                                       |                                              FIFO1__parameterized6_69 |         24 |         24 |       0 |    0 |    12 |      0 |      0 |    0 |            0 |
|     memslave_fifoWriteAddrGenerator_addrBeatFifo                                                                     |                                             FIFO2__parameterized24_70 |         12 |         12 |       0 |    0 |    12 |      0 |      0 |    0 |            0 |
|     memslave_fifoWriteAddrGenerator_requestFifo                                                                      |                                              FIFO1__parameterized6_71 |         25 |         25 |       0 |    0 |    12 |      0 |      0 |    0 |            0 |
|     memslave_fifoWriteDoneFifo                                                                                       |                                             FIFO2__parameterized13_72 |          2 |          2 |       0 |    0 |     2 |      0 |      0 |    0 |            0 |
|     memslave_req_ars                                                                                                 |                                              FIFO1__parameterized6_73 |          1 |          1 |       0 |    0 |    12 |      0 |      0 |    0 |            0 |
|     memslave_req_aws                                                                                                 |                                              FIFO1__parameterized6_74 |          2 |          2 |       0 |    0 |    12 |      0 |      0 |    0 |            0 |
|     memslave_rs                                                                                                      |                                              FIFO1__parameterized5_75 |          1 |          1 |       0 |    0 |     3 |      0 |      0 |    0 |            0 |
|     memslave_rsCtrl                                                                                                  |                                              FIFO1__parameterized0_76 |          0 |          0 |       0 |    0 |     2 |      0 |      0 |    0 |            0 |
|     memslave_rvFifo                                                                                                  |                                             FIFO2__parameterized12_77 |         36 |         36 |       0 |    0 |    66 |      0 |      0 |    0 |            0 |
|     memslave_writeDataFifo                                                                                           |                                             FIFO2__parameterized12_78 |         39 |         39 |       0 |    0 |    66 |      0 |      0 |    0 |            0 |
|     memslave_ws                                                                                                      |                                              FIFO1__parameterized5_79 |          4 |          4 |       0 |    0 |     3 |      0 |      0 |    0 |            0 |
|     memslave_wsCtrl                                                                                                  |                                              FIFO1__parameterized0_80 |          1 |          1 |       0 |    0 |     2 |      0 |      0 |    0 |            0 |
|   portalTop_lMemServer_reader_readers_0_clientBurstLen                                                               |                                                               RegFile |         17 |          9 |       8 |    0 |     0 |      0 |      0 |    0 |            0 |
|   portalTop_lMemServer_reader_readers_0_clientSelect                                                                 |                                                 FIFO2__parameterized7 |          7 |          7 |       0 |    0 |     2 |      0 |      0 |    0 |            0 |
|   portalTop_lMemServer_reader_readers_0_serverData                                                                   |                                                FIFO2__parameterized34 |         16 |         16 |       0 |    0 |    10 |      0 |      0 |    0 |            0 |
|   portalTop_lMemServer_reader_readers_0_serverProcessing_memory                                                      |                                                 BRAM2__parameterized5 |          0 |          0 |       0 |    0 |     0 |      1 |      0 |    0 |            0 |
|   portalTop_lMemServer_reader_readers_0_serverProcessing_serverAdapterA_outDataCore                                  |                                            SizedFIFO__parameterized10 |          9 |          9 |       0 |    0 |     5 |      0 |      0 |    0 |            0 |
|   portalTop_lMemServer_reader_readers_0_serverProcessing_serverAdapterB_outDataCore                                  |                                         SizedFIFO__parameterized10_24 |         68 |         52 |      16 |    0 |    14 |      0 |      0 |    0 |            0 |
|   portalTop_lMemServer_reader_readers_0_serverTag                                                                    |                                                FIFO2__parameterized16 |          4 |          4 |       0 |    0 |     2 |      0 |      0 |    0 |            0 |
|   portalTop_lMemServer_reader_readers_0_tag_gen_comp_fifo                                                            |                                             FIFO2__parameterized16_25 |         14 |         14 |       0 |    0 |    10 |      0 |      0 |    0 |            0 |
|   portalTop_lMemServer_reader_readers_0_tag_gen_retFifo                                                              |                                             FIFO2__parameterized16_26 |         58 |         58 |       0 |    0 |    10 |      0 |      0 |    0 |            0 |
|   portalTop_lMemServer_reader_readers_0_tag_gen_tagFifo                                                              |                                             FIFO2__parameterized16_27 |          8 |          8 |       0 |    0 |     6 |      0 |      0 |    0 |            0 |
|   portalTop_lMemServer_writer_addrReqFifo                                                                            |                                                FIFO2__parameterized25 |         38 |         38 |       0 |    0 |    34 |      0 |      0 |    0 |            0 |
|   tile_0                                                                                                             |                                                        mkConnectalTop |        960 |        928 |      32 |    0 |  1151 |      0 |      0 |    0 |            0 |
|     (tile_0)                                                                                                         |                                                        mkConnectalTop |          1 |          1 |       0 |    0 |   192 |      0 |      0 |    0 |            0 |
|     ctrl_mux_rv_doneFifo                                                                                             |                                              FIFO1__parameterized2_28 |          0 |          0 |       0 |    0 |     1 |      0 |      0 |    0 |            0 |
|     ctrl_mux_rv_readDataPipes_0_fifo                                                                                 |                                             FIFO2__parameterized12_29 |         37 |         37 |       0 |    0 |    66 |      0 |      0 |    0 |            0 |
|     ctrl_mux_rv_readDataPipes_1_fifo                                                                                 |                                             FIFO2__parameterized12_30 |         70 |         70 |       0 |    0 |    66 |      0 |      0 |    0 |            0 |
|     ctrl_mux_rv_read_data_funnel_buffs_0_0                                                                           |                                             FIFO2__parameterized12_31 |         39 |         39 |       0 |    0 |    66 |      0 |      0 |    0 |            0 |
|     ctrl_mux_rv_req_ars                                                                                              |                                              FIFO1__parameterized4_32 |          3 |          3 |       0 |    0 |    19 |      0 |      0 |    0 |            0 |
|     ctrl_mux_rv_req_aws                                                                                              |                                              FIFO1__parameterized4_33 |          3 |          3 |       0 |    0 |    19 |      0 |      0 |    0 |            0 |
|     ctrl_mux_rv_rs                                                                                                   |                                              FIFO1__parameterized0_34 |          7 |          7 |       0 |    0 |     2 |      0 |      0 |    0 |            0 |
|     ctrl_mux_rv_writeDataPipes_0_fifo                                                                                |                                             FIFO2__parameterized12_35 |          4 |          4 |       0 |    0 |     4 |      0 |      0 |    0 |            0 |
|     ctrl_mux_rv_writeDataPipes_1_fifo                                                                                |                                             FIFO2__parameterized12_36 |         37 |         37 |       0 |    0 |    66 |      0 |      0 |    0 |            0 |
|     ctrl_mux_rv_write_data                                                                                           |                                             FIFO2__parameterized22_37 |         76 |         76 |       0 |    0 |    68 |      0 |      0 |    0 |            0 |
|     ctrl_mux_rv_write_data_unfunnel_rv_buff_0_0_0                                                                    |                                             FIFO2__parameterized22_38 |          4 |          4 |       0 |    0 |     4 |      0 |      0 |    0 |            0 |
|     ctrl_mux_rv_write_data_unfunnel_rv_buff_0_0_1                                                                    |                                             FIFO2__parameterized22_39 |         38 |         38 |       0 |    0 |    66 |      0 |      0 |    0 |            0 |
|     ctrl_mux_rv_ws                                                                                                   |                                              FIFO1__parameterized0_40 |         14 |         14 |       0 |    0 |     2 |      0 |      0 |    0 |            0 |
|     lEchoIndicationOutput                                                                                            |                                                mkEchoIndicationOutput |         52 |         52 |       0 |    0 |    48 |      0 |      0 |    0 |            0 |
|       indicationPipes                                                                                                |                                           mkEchoIndicationOutputPipes |         52 |         52 |       0 |    0 |    48 |      0 |      0 |    0 |            0 |
|     lEchoRequestInput                                                                                                |                                                    mkEchoRequestInput |          1 |          1 |       0 |    0 |    35 |      0 |      0 |    0 |            0 |
|       say2_requestAdapter_fifo                                                                                       |                                                 FIFO1__parameterized1 |          0 |          0 |       0 |    0 |    33 |      0 |      0 |    0 |            0 |
|       say_requestAdapter_fifo                                                                                        |                                              FIFO1__parameterized1_66 |          1 |          1 |       0 |    0 |     1 |      0 |      0 |    0 |            0 |
|       setLeds_requestAdapter_fifo                                                                                    |                                                FIFO1__parameterized13 |          0 |          0 |       0 |    0 |     1 |      0 |      0 |    0 |            0 |
|     lEcho_delay                                                                                                      |                                            SizedFIFO__parameterized13 |         27 |         19 |       8 |    0 |    23 |      0 |      0 |    0 |            0 |
|     lEcho_delay2                                                                                                     |                                         SizedFIFO__parameterized13_41 |         68 |         44 |      24 |    0 |    41 |      0 |      0 |    0 |            0 |
|     memslave_0_doneFifo                                                                                              |                                              FIFO1__parameterized2_42 |          0 |          0 |       0 |    0 |     1 |      0 |      0 |    0 |            0 |
|     memslave_0_fifoReadAddrGenerator_addrBeatFifo                                                                    |                                                FIFO2__parameterized24 |        159 |        159 |       0 |    0 |    10 |      0 |      0 |    0 |            0 |
|     memslave_0_fifoReadAddrGenerator_requestFifo                                                                     |                                                 FIFO1__parameterized6 |         23 |         23 |       0 |    0 |    12 |      0 |      0 |    0 |            0 |
|     memslave_0_fifoWriteAddrGenerator_addrBeatFifo                                                                   |                                             FIFO2__parameterized24_43 |         12 |         12 |       0 |    0 |    12 |      0 |      0 |    0 |            0 |
|     memslave_0_fifoWriteAddrGenerator_requestFifo                                                                    |                                              FIFO1__parameterized6_44 |         23 |         23 |       0 |    0 |    12 |      0 |      0 |    0 |            0 |
|     memslave_0_fifoWriteDoneFifo                                                                                     |                                                FIFO2__parameterized13 |          3 |          3 |       0 |    0 |     2 |      0 |      0 |    0 |            0 |
|     memslave_0_req_ars                                                                                               |                                              FIFO1__parameterized6_45 |          1 |          1 |       0 |    0 |    12 |      0 |      0 |    0 |            0 |
|     memslave_0_req_aws                                                                                               |                                              FIFO1__parameterized6_46 |          1 |          1 |       0 |    0 |    12 |      0 |      0 |    0 |            0 |
|     memslave_0_rs                                                                                                    |                                              FIFO1__parameterized0_47 |          0 |          0 |       0 |    0 |     2 |      0 |      0 |    0 |            0 |
|     memslave_0_rsCtrl                                                                                                |                                              FIFO1__parameterized0_48 |          1 |          1 |       0 |    0 |     2 |      0 |      0 |    0 |            0 |
|     memslave_0_rvFifo                                                                                                |                                             FIFO2__parameterized12_49 |         45 |         45 |       0 |    0 |    66 |      0 |      0 |    0 |            0 |
|     memslave_0_ws                                                                                                    |                                              FIFO1__parameterized0_50 |          1 |          1 |       0 |    0 |     1 |      0 |      0 |    0 |            0 |
|     memslave_0_wsCtrl                                                                                                |                                              FIFO1__parameterized0_51 |          0 |          0 |       0 |    0 |     2 |      0 |      0 |    0 |            0 |
|     memslave_1_doneFifo                                                                                              |                                              FIFO1__parameterized2_52 |          0 |          0 |       0 |    0 |     1 |      0 |      0 |    0 |            0 |
|     memslave_1_fifoReadAddrGenerator_addrBeatFifo                                                                    |                                             FIFO2__parameterized24_53 |         69 |         69 |       0 |    0 |    12 |      0 |      0 |    0 |            0 |
|     memslave_1_fifoReadAddrGenerator_requestFifo                                                                     |                                              FIFO1__parameterized6_54 |         23 |         23 |       0 |    0 |    12 |      0 |      0 |    0 |            0 |
|     memslave_1_fifoWriteAddrGenerator_addrBeatFifo                                                                   |                                             FIFO2__parameterized24_55 |         10 |         10 |       0 |    0 |    12 |      0 |      0 |    0 |            0 |
|     memslave_1_fifoWriteAddrGenerator_requestFifo                                                                    |                                              FIFO1__parameterized6_56 |         23 |         23 |       0 |    0 |    12 |      0 |      0 |    0 |            0 |
|     memslave_1_fifoWriteDoneFifo                                                                                     |                                             FIFO2__parameterized13_57 |          3 |          3 |       0 |    0 |     2 |      0 |      0 |    0 |            0 |
|     memslave_1_req_ars                                                                                               |                                              FIFO1__parameterized6_58 |          1 |          1 |       0 |    0 |    12 |      0 |      0 |    0 |            0 |
|     memslave_1_req_aws                                                                                               |                                              FIFO1__parameterized6_59 |          1 |          1 |       0 |    0 |    12 |      0 |      0 |    0 |            0 |
|     memslave_1_rs                                                                                                    |                                              FIFO1__parameterized5_60 |          1 |          1 |       0 |    0 |     3 |      0 |      0 |    0 |            0 |
|     memslave_1_rsCtrl                                                                                                |                                              FIFO1__parameterized0_61 |          0 |          0 |       0 |    0 |     2 |      0 |      0 |    0 |            0 |
|     memslave_1_rvFifo                                                                                                |                                             FIFO2__parameterized12_62 |         35 |         35 |       0 |    0 |    66 |      0 |      0 |    0 |            0 |
|     memslave_1_writeDataFifo                                                                                         |                                             FIFO2__parameterized12_63 |         37 |         37 |       0 |    0 |    66 |      0 |      0 |    0 |            0 |
|     memslave_1_ws                                                                                                    |                                              FIFO1__parameterized5_64 |          6 |          6 |       0 |    0 |     3 |      0 |      0 |    0 |            0 |
|     memslave_1_wsCtrl                                                                                                |                                              FIFO1__parameterized0_65 |          1 |          1 |       0 |    0 |     2 |      0 |      0 |    0 |            0 |
+----------------------------------------------------------------------------------------------------------------------+-----------------------------------------------------------------------+------------+------------+---------+------+-------+--------+--------+------+--------------+
* Note: The sum of lower-level cells may be larger than their parent cells total, due to cross-hierarchy LUT combining


